"route_label";"direction_id";"stop_sequence";"stop_name";"stop_lat";"stop_lon"
"100";1;3;"Westbound Marine Dr @ 10 Ave";49.201118;-122.960458
"100";1;4;"Northbound Byrnepark Dr @ Marine Dr";49.204315;-122.967247
"100";1;5;"Westbound Southridge Dr @ Byrnepark Dr";49.205818;-122.968894
"100";1;6;"Westbound Marine Dr @ Gilley Ave";49.2057;-122.978904
"100";1;7;"Westbound Marine Dr @ Macpherson Ave";49.206271;-122.982724
"100";1;8;"Westbound Marine Dr @ Royal Oak Ave";49.206806;-122.988159
"100";1;9;"Westbound Marine Dr @ 4900 Block";49.207331;-122.993856
"100";1;10;"Westbound Marine Dr @ Nelson Ave";49.207893;-122.998827
"100";1;11;"Westbound Marine Dr @ Sussex Ave";49.209233;-123.005464
"100";1;12;"Westbound Marine Dr @ Patterson Ave";49.209131;-123.013786
"100";1;13;"Westbound Marine Dr @ Greenall Ave";49.208428;-123.017297
"100";1;14;"Westbound SE Marine Dr @ City Edge Place";49.207979;-123.026647
"100";1;15;"Westbound SE Marine Dr @ Matheson Cres";49.208224;-123.031482
"100";1;16;"Westbound SE Marine Dr @ Fieldstone Ave";49.208441;-123.03581
"100";1;17;"Westbound SE Marine Dr @ Kerr St";49.208162;-123.042926
"100";1;18;"Westbound SE Marine Dr @ Jellicoe St";49.207743;-123.048165
"100";1;19;"Westbound SE Marine Dr @ Elliott St";49.207187;-123.057208
"100";1;20;"Westbound SE Marine Dr @ Gladstone St";49.208533;-123.062381
"100";1;21;"Westbound SE Marine Dr @ Victoria Dr";49.209974;-123.066581
"100";1;22;"Westbound SE Marine Dr @ Argyle St";49.211151;-123.072699
"100";1;23;"Westbound SE Marine Dr @ Knight St";49.21122;-123.076755
"100";1;24;"Westbound SE Marine Dr @ Inverness St";49.211201;-123.08071
"100";1;25;"Westbound SE Marine Dr @ Ross St";49.211217;-123.083635
"100";1;26;"Westbound SE Marine Dr @ Chester St";49.211147;-123.089925
"100";1;27;"Westbound SE Marine Dr @ Poplar St";49.211145;-123.09365
"100";1;28;"Westbound SE Marine Dr @ Prince Edward St";49.210898;-123.098986
"100";1;29;"Westbound SE Marine Dr @ Main St";49.211487;-123.103003
"100";1;30;"Westbound SW Marine Dr @ Ontario St";49.212459;-123.107012
"100";1;31;"Westbound SW Marine Dr @ Manitoba St";49.212212;-123.110409
"100";1;32;"Marine Drive Station @ Bay 2";49.209383;-123.116116
"100";1;33;"Westbound SW Marine Dr @ Ash St";49.209141;-123.119749
"100";1;34;"Westbound SW Marine Dr @ Heather St";49.207414;-123.123941
"100";1;35;"Westbound SW Marine Dr @ Laurel St";49.206184;-123.126813
"100";1;36;"Westbound SW Marine Dr @ Oak St";49.20453;-123.131063
"100";1;37;"Marpole Loop @ Bay 4";49.20366;-123.135845
"100";1;38;"Westbound SW Marine Dr @ Granville St";49.205047;-123.139869
"100";1;39;"Northbound Granville St @ W 71 Ave";49.206713;-123.140464
"100";1;40;"Northbound Granville St @ W 71 Ave";49.207431;-123.1404
"100";1;41;"Eastbound W 70 Ave @ French St";49.208535;-123.138831
"100";1;42;"Southbound Hudson St @ W 70 Ave";49.208213;-123.1347
"100";1;43;"Southbound Hudson St @ W 72 Ave";49.2063;-123.134764
"100";1;44;"Marpole Loop @ Bay 1";49.202789;-123.133802
"101";0;1;"22nd Street Station @ Bay 5";49.199792;-122.949358
"101";0;2;"Eastbound 8th Ave @ 23 St";49.200284;-122.952972
"101";0;3;"Eastbound 8th Ave @ 22 St";49.200902;-122.951796
"101";0;4;"Eastbound 8th Ave @ 21 St";49.201938;-122.949878
"101";0;5;"Eastbound 8th Ave @ 20 St";49.203013;-122.947894
"101";0;6;"Eastbound 8th Ave @ 19 St";49.204196;-122.945706
"101";0;7;"Eastbound 8th Ave @ 18 St";49.205399;-122.943473
"101";0;8;"Eastbound 8th Ave @ 16 St";49.207123;-122.940278
"101";0;9;"Eastbound 8th Ave @ 14 St";49.208969;-122.936874
"101";0;10;"Southbound 12 St @ 8th Ave";49.210241;-122.933947
"101";0;11;"Southbound 12 St @ 7th Ave";49.208748;-122.932063
"101";0;12;"Eastbound 6th Ave @ 12 St";49.207766;-122.930156
"101";0;13;"Eastbound 6th Ave @ 10 St";49.209744;-122.926494
"101";0;14;"Eastbound 6th Ave @ 8th St";49.211406;-122.923426
"101";0;15;"Northbound 6th St @ 6th Ave";49.213612;-122.920751
"101";0;16;"Northbound 6th St @ 8th Ave";49.216369;-122.924263
"101";0;17;"Northbound 6th St @ 10 Ave";49.219331;-122.927943
"101";0;18;"Eastbound 12 Ave @ 6th St";49.220672;-122.929105
"101";0;19;"Eastbound 12 Ave @ 4th St";49.222137;-122.926344
"101";0;20;"Eastbound 12 Ave @ 2nd St";49.223902;-122.92304
"101";0;21;"Northbound 1st St @ 12 Ave";49.225189;-122.921643
"101";0;22;"Northbound 1st St @ 14 Ave";49.226684;-122.923529
"101";0;23;"Northbound 1st St @ 16 Ave";49.227758;-122.92489
"101";0;24;"Eastbound 16 Ave @ Newcombe St";49.229404;-122.922439
"101";0;25;"Eastbound 16 Ave @ Wright St";49.230667;-122.920126
"101";0;26;"Southbound Cumberland St @ 16 Ave";49.231484;-122.917431
"101";0;27;"Eastbound Armstrong Ave @ Cumberland St";49.22992;-122.914604
"101";0;28;"Eastbound Armstrong Ave @ Coquitlam St";49.231544;-122.911643
"101";0;29;"Eastbound Armstrong Ave @ Langley St";49.233591;-122.907828
"101";0;30;"Northbound Cariboo Rd @ Armstrong Ave";49.235762;-122.90441
"101";0;31;"Northbound Cariboo Rd @ 7600 Block";49.236902;-122.905845
"101";0;32;"Northbound Cariboo Rd @ 7100 Block";49.244165;-122.910016
"101";0;33;"Northbound Cariboo Rd @ Stormont Ave";49.245474;-122.911079
"101";0;34;"Northbound Cariboo Rd @ Avalon Ave";49.247956;-122.913545
"101";0;35;"Northbound Cariboo Rd @ Cariboo Place";49.249825;-122.91415
"101";0;36;"Eastbound Government St @ 8700 Block";49.250136;-122.910084
"101";0;37;"Eastbound Government St @ Halston Court";49.247775;-122.906818
"101";0;38;"Eastbound Government St @ Manchester Dr";49.247258;-122.899151
"101";0;39;"Lougheed Station @ Bay 6";49.247428;-122.894766
"101";1;1;"Lougheed Station @ Bay 4";49.24749;-122.894732
"101";1;2;"Westbound Government St @ Cardston Court";49.247557;-122.899309
"101";1;3;"Westbound Government St @ Halston Court";49.248331;-122.906875
"101";1;4;"Westbound Government St @ Horne St";49.249347;-122.907929
"101";1;5;"Westbound Government St @ 8700 Block";49.25025;-122.91026
"101";1;6;"Southbound Cariboo Rd @ Cariboo Place";49.249633;-122.914361
"101";1;7;"Southbound Cariboo Rd @ Avalon Ave";49.248037;-122.914064
"101";1;8;"Southbound Cariboo Rd @ Stormont Ave";49.245468;-122.911482
"101";1;9;"Southbound Cariboo Rd @ 7100 Block";49.243573;-122.909715
"101";1;10;"Southbound Cariboo Rd @ 16 Ave";49.238494;-122.907245
"101";1;11;"Southbound Cariboo Rd @ 7600 Block";49.2367;-122.905975
"101";1;12;"Westbound Armstrong Ave @ Cariboo Rd";49.235277;-122.904958
"101";1;13;"Westbound Armstrong Ave @ Langley St";49.233279;-122.908658
"101";1;14;"Westbound Armstrong Ave @ Coquitlam St";49.231178;-122.912547
"101";1;15;"Northbound Cumberland St @ Armstrong Ave";49.229963;-122.915329
"101";1;16;"Westbound 16 Ave @ Cumberland St";49.231712;-122.918362
"101";1;17;"Westbound 16 Ave @ Wright St";49.230399;-122.92088
"101";1;18;"Westbound 16 Ave @ Newcombe St";49.229189;-122.923124
"101";1;19;"Southbound 1st St @ 16 Ave";49.227572;-122.924862
"101";1;20;"Southbound 1st St @ 14 Ave";49.226146;-122.923065
"101";1;21;"Westbound 12 Ave @ 1st St";49.2247;-122.921822
"101";1;22;"Westbound 12 Ave @ 2nd St";49.223714;-122.923659
"101";1;23;"Westbound 12 Ave @ 4th St";49.221906;-122.927
"101";1;24;"Southbound 6th St @ 10 Ave";49.218617;-122.927335
"101";1;25;"Southbound 6th St @ 8th Ave";49.215581;-122.923521
"101";1;26;"Westbound 6th Ave @ 6th St";49.212927;-122.920895
"101";1;27;"Westbound 6th Ave @ 8th St";49.211448;-122.923688
"101";1;28;"Westbound 6th Ave @ 10 St";49.209492;-122.927228
"101";1;29;"Northbound 12 St @ Nanaimo St";49.208439;-122.931438
"101";1;30;"Northbound 12 St @ 7th Ave";49.209189;-122.932386
"101";1;31;"Westbound 8th Ave @ 14 St";49.208697;-122.937613
"101";1;32;"Westbound 8th Ave @ 16 St";49.206854;-122.940985
"101";1;33;"Westbound 8th Ave @ 18 St";49.205023;-122.944427
"101";1;34;"Westbound 8th Ave @ 19 St";49.203929;-122.946466
"101";1;35;"Westbound 8th Ave @ 20 St";49.202694;-122.948761
"101";1;36;"Westbound 8th Ave @ 22 St";49.200666;-122.952508
"101";1;37;"22nd Street Station @ Unloading Only";49.199857;-122.949711
"102";0;1;"New Westminster Station @ Bay 9";49.201472;-122.911997
"102";0;2;"Eastbound Columbia St @ 6th St";49.203434;-122.907238
"102";0;3;"Columbia Station @ Bay 3";49.20493;-122.905597
"102";0;4;"Northbound 4th St @ Agnes St";49.206075;-122.907046
"102";0;5;"Southbound Merivale St @ Royal Ave";49.207905;-122.90605
"102";0;6;"Eastbound Agnes St @ Elliot St";49.208324;-122.903391
"102";0;7;"Northbound 1st St @ Agnes St";49.209455;-122.90204
"102";0;8;"Eastbound E Royal Ave @ McBride Blvd";49.212701;-122.898435
"102";0;9;"Northbound Ross Dr @ 200 Block";49.214217;-122.899827
"102";0;10;"Westbound Queens Park Care Centre @ Blackberry Dr";49.216676;-122.901632
"102";1;1;"Westbound Queens Park Care Centre @ Blackberry Dr";49.216676;-122.901632
"102";1;2;"Southbound Ross Dr @ 200 Block";49.213958;-122.899656
"102";1;3;"Westbound E Royal Ave @ McBride Blvd";49.212748;-122.898522
"102";1;4;"Southbound 1st St @ Agnes St";49.209275;-122.90199
"102";1;5;"Westbound Agnes St @ Elliot St";49.208075;-122.904083
"102";1;6;"Southbound 4th St @ Agnes St";49.205888;-122.907044
"102";1;7;"Columbia Station @ Bay 1";49.204434;-122.905796
"102";1;8;"Westbound Columbia St @ 6th St";49.203028;-122.908363
"102";1;9;"New Westminster Station @ Bay 2";49.201037;-122.912095
"103";0;1;"Northbound Renaissance Square @ Quayside Dr";49.199988;-122.924574
"103";0;2;"Eastbound Quayside Dr @ Laguna Court";49.199906;-122.922576
"103";0;3;"Eastbound Quayside Dr @ Reliance Court";49.198963;-122.91808
"103";0;4;"New Westminster Station @ Bay 8";49.201571;-122.91343
"103";0;5;"New Westminster Station @ Bay 9";49.201472;-122.911997
"103";1;1;"New Westminster Station @ Bay 2";49.201037;-122.912095
"103";1;2;"Eastbound Carnarvon St @ Quayside Dr";49.200769;-122.914936
"103";1;3;"Westbound Quayside Dr @ Reliance Court";49.199058;-122.917675
"103";1;4;"Westbound Quayside Dr @ 1200 Block";49.199244;-122.920647
"103";1;5;"Northbound Renaissance Square @ Quayside Dr";49.199988;-122.924574
"104";0;1;"Southbound Cliveden Ave @ 1600 Block";49.162461;-122.972288
"104";0;2;"Eastbound Derwent Way @ 1600 Block";49.161416;-122.967538
"104";0;3;"Eastbound Derwent Way @ Ridley Place";49.161935;-122.964018
"104";0;4;"Eastbound Derwent Way @ Eaton Way";49.162207;-122.960766
"104";0;5;"Eastbound Derwent Way @ Ebury Place";49.16193;-122.957531
"104";0;6;"Eastbound Derwent Way @ Fraserview Place";49.161678;-122.952704
"104";0;7;"Eastbound Derwent Way @ Derwent Place";49.163708;-122.948324
"104";0;8;"Eastbound Derwent Way @ Humber Place";49.165246;-122.945487
"104";0;9;"Eastbound Derwent Way @ Chester Rd";49.167828;-122.942522
"104";0;10;"Eastbound Derwent Way @ Annance Court";49.16974;-122.939537
"104";0;11;"Eastbound Derwent Way @ 900 Block";49.171194;-122.93558
"104";0;12;"Eastbound Derwent Way @ 800 Block";49.173384;-122.934378
"104";0;13;"Eastbound Derwent Way @ Audley Blvd";49.175883;-122.932394
"104";0;14;"Eastbound Derwent Way @ Caldew St";49.177665;-122.931007
"104";0;15;"Eastbound Derwent Way @ 600 Block";49.180195;-122.92957
"104";0;16;"Northbound Boyd St @ Ewen Ave";49.192086;-122.933723
"104";0;17;"Eastbound Duncan St @ 400 Block";49.195134;-122.934695
"104";0;18;"Southbound Furness St @ Ewen Ave";49.194614;-122.927269
"104";0;19;"Westbound Ewen Ave @ Derwent Way";49.191588;-122.934168
"104";0;20;"Westbound Ewen Ave @ Fenton St";49.190749;-122.936196
"104";0;21;"Westbound Ewen Ave @ Wood St";49.189151;-122.940041
"104";0;22;"Westbound Ewen Ave @ McGillivray Place";49.188473;-122.941678
"104";0;23;"Northbound Howes St @ Ewen Ave";49.18668;-122.946975
"104";0;24;"Northbound Hwy 91A Onramp @ Howes St";49.187932;-122.947272
"104";0;25;"22nd Street Station @ Unloading Only";49.199857;-122.949711
"104";1;1;"22nd Street Station @ Bay 3";49.199941;-122.948853
"104";1;2;"Southbound Howes St @ Hwy 91A Offramp";49.187052;-122.947624
"104";1;3;"Eastbound Ewen Ave @ Howes St";49.186414;-122.946218
"104";1;4;"Eastbound Ewen Ave @ Lawrence St";49.187364;-122.943923
"104";1;5;"Eastbound Ewen Ave @ McGillivray Place";49.18861;-122.940844
"104";1;6;"Eastbound Ewen Ave @ Wood St";49.189452;-122.938836
"104";1;7;"Eastbound Ewen Ave @ Johnston St";49.191128;-122.934777
"104";1;8;"Northbound Boyd St @ Ewen Ave";49.192086;-122.933723
"104";1;9;"Eastbound Duncan St @ 400 Block";49.195134;-122.934695
"104";1;10;"Southbound Furness St @ Ewen Ave";49.194614;-122.927269
"104";1;11;"Southbound Derwent Way @ Belgrave Way";49.182712;-122.929683
"104";1;12;"Westbound Belgrave Way @ Caldew St";49.180234;-122.933974
"104";1;13;"Southbound Audley Blvd @ Belgrave Way";49.178385;-122.936861
"104";1;14;"Westbound Cliveden Ave @ 800 Block";49.176444;-122.936769
"104";1;15;"Westbound Cliveden Ave @ 900 Block";49.175094;-122.939567
"104";1;16;"Westbound Cliveden Ave @ Carlisle Rd";49.173382;-122.943093
"104";1;17;"Westbound Cliveden Ave @ Chester Rd";49.172449;-122.945799
"104";1;18;"Westbound Cliveden Ave @ Cliveden Place";49.169238;-122.956987
"104";1;19;"Westbound Cliveden Ave @ Carleton Court";49.168551;-122.959289
"104";1;20;"Westbound Cliveden Ave @ 1400 Block";49.16795;-122.961255
"104";1;21;"Westbound Cliveden Ave @ Eaton Way";49.166551;-122.964313
"104";1;22;"Westbound Cliveden Ave @ Hampstead Close";49.164457;-122.969491
"104";1;23;"Southbound Cliveden Ave @ 1600 Block";49.162461;-122.972288
"105";0;1;"New Westminster Station @ Bay 5";49.20106;-122.913116
"105";0;2;"Eastbound Columbia St @ 6th St";49.203434;-122.907238
"105";0;3;"Columbia Station @ Bay 3";49.20493;-122.905597
"105";0;4;"Northbound 4th St @ Agnes St";49.206075;-122.907046
"105";0;5;"Southbound Merivale St @ Royal Ave";49.207905;-122.90605
"105";0;6;"Eastbound Agnes St @ Elliot St";49.208324;-122.903391
"105";0;7;"Northbound 1st St @ Agnes St";49.209455;-122.90204
"105";0;8;"Westbound Royal Ave @ 1st St";49.209727;-122.903375
"105";0;9;"Northbound 2nd St @ Clinton Place";49.20971;-122.905374
"105";0;10;"Northbound 2nd St @ Queens Ave";49.210698;-122.906604
"105";0;11;"Northbound 2nd St @ 3rd Ave";49.212298;-122.908626
"105";0;12;"Northbound 2nd St @ 4th Ave";49.213817;-122.910527
"105";0;13;"Northbound 2nd St @ 5th Ave";49.215381;-122.912502
"105";0;14;"Eastbound 6th Ave @ 2nd St";49.216681;-122.913691
"105";0;15;"Eastbound 6th Ave @ 1st St";49.217906;-122.911347
"105";0;16;"Eastbound E 6th Ave @ McBride Blvd";49.219778;-122.907863
"105";0;17;"Eastbound E 6th Ave @ Glenbrook Dr";49.220926;-122.905741
"105";0;18;"Northbound Cumberland St @ E 7th Ave";49.222954;-122.906699
"105";0;19;"Westbound E 8th Ave @ Cumberland St";49.224097;-122.90898
"105";0;20;"Westbound 8th Ave @ McBride Blvd";49.222006;-122.912958
"105";0;21;"Westbound Ovens Ave @ Colborne St";49.221993;-122.915253
"105";0;22;"Westbound 8th Ave @ 2nd St";49.219151;-122.918227
"105";0;23;"Westbound 8th Ave @ 4th St";49.217284;-122.921705
"105";0;24;"Southbound 6th St @ 8th Ave";49.215581;-122.923521
"105";0;25;"Westbound 6th Ave @ 6th St";49.212927;-122.920895
"105";0;26;"Northbound 8th St @ 6th Ave";49.211541;-122.924297
"105";0;27;"Northbound 8th St @ 7th Ave";49.212787;-122.925861
"105";1;1;"Northbound 8th St @ 7th Ave";49.212787;-122.925861
"105";1;2;"Eastbound 8th Ave @ 8th St";49.214252;-122.927079
"105";1;3;"Eastbound 8th Ave @ 6th St";49.216205;-122.923443
"105";1;4;"Eastbound 8th Ave @ 4th St";49.217552;-122.920951
"105";1;5;"Eastbound 8th Ave @ 2nd St";49.219577;-122.917194
"105";1;6;"Eastbound Ovens Ave @ Colborne St";49.221941;-122.915059
"105";1;7;"Eastbound 8th Ave @ Park Cres";49.221478;-122.913518
"105";1;8;"Eastbound E 8th Ave @ McBride Blvd";49.222855;-122.910938
"105";1;9;"Southbound Cumberland St @ E 8th Ave";49.223886;-122.908073
"105";1;10;"Southbound Cumberland St @ E 7th Ave";49.221957;-122.905682
"105";1;11;"Westbound E 6th Ave @ Glenbrook Dr";49.22081;-122.90625
"105";1;12;"Westbound 6th Ave @ McBride Blvd";49.219348;-122.908984
"105";1;13;"Westbound 6th Ave @ 1st St";49.217458;-122.91245
"105";1;14;"Southbound 2nd St @ 6th Ave";49.216232;-122.9139
"105";1;15;"Southbound 2nd St @ 5th Ave";49.214881;-122.912205
"105";1;16;"Southbound 2nd St @ 4th Ave";49.213365;-122.910289
"105";1;17;"Southbound 2nd St @ 3rd Ave";49.21183;-122.90836
"105";1;18;"Southbound 2nd St @ Queens Ave";49.210702;-122.906943
"105";1;19;"Southbound 1st St @ Park Row";49.211025;-122.90397
"105";1;20;"Southbound 1st St @ Agnes St";49.209275;-122.90199
"105";1;21;"Westbound Agnes St @ Elliot St";49.208075;-122.904083
"105";1;22;"Southbound 4th St @ Agnes St";49.205888;-122.907044
"105";1;23;"Columbia Station @ Bay 1";49.204434;-122.905796
"105";1;24;"Westbound Columbia St @ 6th St";49.203028;-122.908363
"105";1;25;"New Westminster Station @ Bay 2";49.201037;-122.912095
"106";0;1;"Edmonds Station @ Bay 4";49.21197;-122.958485
"106";0;2;"Eastbound Edmonds St @ 18 St";49.215363;-122.95647
"106";0;3;"Eastbound Edmonds St @ 16 St";49.217231;-122.953118
"106";0;4;"Eastbound Edmonds St @ Linden Ave";49.219331;-122.949758
"106";0;5;"Eastbound Edmonds St @ Humphries Ave";49.221051;-122.946536
"106";0;6;"Eastbound Edmonds St @ Mary Ave";49.222058;-122.944643
"106";0;7;"Eastbound Edmonds St @ New Vista Place";49.223067;-122.942773
"106";0;8;"Eastbound Edmonds St @ Canada Way";49.224262;-122.940465
"106";0;9;"Eastbound Edmonds St @ 6th St";49.225533;-122.938132
"106";0;10;"Southbound 6th St @ 18 Ave";49.224881;-122.935179
"106";0;11;"Southbound 6th St @ 16 Ave";49.22347;-122.9334
"106";0;12;"Southbound 6th St @ 15 Ave";49.222301;-122.931933
"106";0;13;"Southbound 6th St @ 13 Ave";49.221046;-122.930356
"106";0;14;"Southbound 6th St @ 12 Ave";49.220227;-122.929311
"106";0;15;"Southbound 6th St @ 10 Ave";49.218617;-122.927335
"106";0;16;"Southbound 6th St @ 8th Ave";49.215581;-122.923521
"106";0;17;"Southbound 6th St @ Princess St";49.213416;-122.92083
"106";0;18;"Southbound 6th St @ 5th Ave";49.211482;-122.918365
"106";0;19;"Southbound 6th St @ 4th Ave";49.209881;-122.916356
"106";0;20;"Southbound 6th St @ 3rd Ave";49.208345;-122.914425
"106";0;21;"Southbound 6th St @ Queens Ave";49.20683;-122.912514
"106";0;22;"Southbound 6th St @ Royal Ave";49.205995;-122.911456
"106";0;23;"Southbound 6th St @ Agnes St";49.204961;-122.910141
"106";0;24;"Westbound Columbia St @ 6th St";49.203028;-122.908363
"106";0;25;"New Westminster Station @ Bay 3";49.200804;-122.912513
"106";1;1;"New Westminster Station @ Bay 7";49.201379;-122.913535
"106";1;2;"Westbound 6th St @ Carnarvon St";49.204255;-122.908982
"106";1;3;"Northbound 6th St @ Royal Ave";49.206053;-122.911238
"106";1;4;"Northbound 6th St @ Queens Ave";49.2074;-122.912964
"106";1;5;"Northbound 6th St @ 3rd Ave";49.208885;-122.914819
"106";1;6;"Northbound 6th St @ 4th Ave";49.210454;-122.9168
"106";1;7;"Northbound 6th St @ 5th Ave";49.212012;-122.918751
"106";1;8;"Northbound 6th St @ 6th Ave";49.213612;-122.920751
"106";1;9;"Northbound 6th St @ 8th Ave";49.216369;-122.924263
"106";1;10;"Northbound 6th St @ 10 Ave";49.219331;-122.927943
"106";1;11;"Northbound 6th St @ 12 Ave";49.220388;-122.92926
"106";1;12;"Northbound 6th St @ 13 Ave";49.221551;-122.930735
"106";1;13;"Northbound 6th St @ 15 Ave";49.222828;-122.932337
"106";1;14;"Northbound 6th St @ 16 Ave";49.224155;-122.934009
"106";1;15;"Northbound 6th St @ 18 Ave";49.224944;-122.934996
"106";1;16;"Westbound Edmonds St @ 7800 Block";49.225462;-122.938563
"106";1;17;"Westbound Edmonds St @ Canada Way";49.223878;-122.941553
"106";1;18;"Westbound Edmonds St @ New Vista Place";49.223071;-122.943045
"106";1;19;"Westbound Edmonds St @ Mary Ave";49.221794;-122.945453
"106";1;20;"Westbound Edmonds St @ Humphries Ave";49.220694;-122.947514
"106";1;21;"Westbound Edmonds St @ Linden Ave";49.219094;-122.950508
"106";1;22;"Westbound Edmonds St @ Kingsway";49.217441;-122.953061
"106";1;23;"Westbound Edmonds St @ Salisbury Ave";49.215403;-122.956871
"106";1;24;"Edmonds Station @ Bay 2";49.212196;-122.958297
"109";0;1;"New Westminster Station @ Bay 5";49.20106;-122.913116
"109";0;2;"Eastbound Columbia St @ 6th St";49.203434;-122.907238
"109";0;3;"Eastbound Columbia St @ 200 Block";49.205926;-122.902572
"109";0;4;"Northbound Jamieson Court @ Richmond St";49.216059;-122.89572
"109";0;5;"Northbound Richmond St @ Miner St";49.218387;-122.896392
"109";0;6;"Eastbound Cumberland St @ Richmond St";49.220487;-122.89837
"109";0;7;"Eastbound Cumberland St @ Miner St";49.220434;-122.895443
"109";0;8;"Northbound E Columbia St @ Alberta St";49.223416;-122.892813
"109";0;9;"Northbound E Columbia St @ Keary St";49.225777;-122.892836
"109";0;10;"Northbound E Columbia St @ Sherbrooke St";49.227612;-122.89274
"109";0;11;"Northbound E Columbia St @ Cedar St";49.230458;-122.892653
"109";0;12;"Northbound E Columbia St @ Braid St";49.231905;-122.892608
"109";0;13;"Northbound E Columbia St @ Holmes St";49.236127;-122.892459
"109";0;14;"Northbound North Rd @ Young Dr";49.243516;-122.892495
"109";0;15;"Northbound North Rd @ Lougheed Hwy";49.24647;-122.892571
"109";0;16;"Lougheed Station @ Bay 6";49.247428;-122.894766
"109";1;1;"Lougheed Station @ Bay 10";49.247897;-122.895638
"109";1;2;"Southbound North Rd @ Rochester St";49.244275;-122.892772
"109";1;3;"Southbound North Rd @ Delestre Ave";49.242795;-122.892775
"109";1;4;"Southbound E Columbia St @ 600 Block";49.236815;-122.892659
"109";1;5;"Southbound E Columbia St @ Holmes St";49.235386;-122.892694
"109";1;6;"Southbound E Columbia St @ Braid St";49.231132;-122.89282
"109";1;7;"Southbound E Columbia St @ Sherbrooke St";49.227569;-122.892923
"109";1;8;"Southbound E Columbia St @ Keary St";49.225301;-122.892976
"109";1;9;"Westbound Cumberland St  @ Sapper St";49.220538;-122.894757
"109";1;10;"Southbound Richmond St @ Seymour Court";49.219804;-122.898494
"109";1;11;"Southbound Richmond St @ Miner St";49.218132;-122.896555
"109";1;12;"Northbound Jamieson Court @ Richmond St";49.216059;-122.89572
"109";1;13;"Southbound E Columbia St @ Richmond St";49.216185;-122.894078
"109";1;14;"Westbound E Columbia St @ McBride Blvd";49.212727;-122.89612
"109";1;15;"Westbound Columbia St @ 200 Block";49.206351;-122.902216
"109";1;16;"Columbia Station @ Bay 1";49.204434;-122.905796
"109";1;17;"Westbound Columbia St @ 6th St";49.203028;-122.908363
"109";1;18;"New Westminster Station @ Bay 2";49.201037;-122.912095
"110";0;1;"Metrotown Station @ Bay 13";49.22541;-123.002774
"110";0;2;"Eastbound Central Blvd @ 4500 Block";49.224203;-123.000304
"110";0;3;"Northbound Bonsor Ave @ Central Blvd";49.224103;-122.997738
"110";0;4;"Northbound Nelson Ave @ Bennett St";49.225569;-122.994051
"110";0;5;"Northbound Nelson Ave @ Newton St";49.227326;-122.994102
"110";0;6;"Northbound Nelson Ave @ Dover St";49.230297;-122.99412
"110";0;7;"Northbound Nelson Ave @ Grafton St";49.232104;-122.994135
"110";0;8;"Northbound Nelson Ave @ Sardis Cres";49.233648;-122.994145
"110";0;9;"Westbound Bond St @ Nelson Ave";49.235465;-122.994807
"110";0;10;"Westbound Bond St @ Sussex Ave";49.235452;-122.998207
"110";0;11;"Westbound Bond St @ Elsom Ave";49.235444;-123.001547
"110";0;12;"Northbound Willingdon Ave @ Bond St";49.235911;-123.003266
"110";0;13;"Northbound Willingdon Ave @ Burke St";49.237319;-123.003261
"110";0;14;"Northbound Willingdon Ave @ Grassmere St";49.238854;-123.003286
"110";0;15;"Northbound Willingdon Ave @ Price St";49.240537;-123.003294
"110";0;16;"Eastbound Deer Lake Parkway @ Willingdon Ave";49.242827;-123.002605
"110";0;17;"Eastbound Deer Lake Parkway @ Wayburne Dr";49.241548;-122.997353
"110";0;18;"Eastbound Gilpin St @ Royal Oak Ave";49.241815;-122.988389
"110";0;19;"Eastbound Gilpin St @ Chapple Cres";49.241779;-122.98231
"110";0;20;"Eastbound Gilpin St @ Cedarwood St";49.241748;-122.976908
"110";0;21;"Bus Loop @ Burnaby City Hall";49.243262;-122.973407
"110";0;22;"Northbound Norland Ave @ Canada Way";49.245817;-122.974513
"110";0;23;"Northbound Norland Ave @ Ledger Ave";49.248593;-122.974611
"110";0;24;"Eastbound Sprott St @ Norland Ave East";49.24985;-122.970225
"110";0;25;"Eastbound Sprott St @ Kensington Ave";49.249864;-122.967763
"110";0;26;"Northbound Kensington Ave @ Joe Sakic Way";49.253861;-122.966403
"110";0;27;"Sperling Station @ Bay 3";49.258754;-122.963937
"110";0;28;"Eastbound Winston St @ Bainbridge Ave";49.250878;-122.955835
"110";0;29;"Eastbound Winston St @ 7200 Block";49.249918;-122.95305
"110";0;30;"Northbound Phillips Ave @ Winston St";49.250387;-122.948669
"110";0;31;"Eastbound Government Rd @ Lozells Ave";49.250869;-122.941691
"110";0;32;"Eastbound Government Rd @ Jensen Place";49.250852;-122.938264
"110";0;33;"Eastbound Government Rd @ Piper Ave";49.250826;-122.934862
"110";0;34;"Eastbound Government Rd @ 8000 Block";49.2508;-122.931033
"110";0;35;"Eastbound Government Rd @ Lakedale Ave";49.250791;-122.925688
"110";0;36;"Eastbound Government Rd @ 8300 Block";49.250768;-122.922175
"110";0;37;"Eastbound Government Rd @ Brighton Ave";49.250777;-122.919356
"110";0;38;"Production Station @ Bay 3";49.254032;-122.918229
"110";0;39;"Eastbound Eastlake Dr @ Production Way";49.257677;-122.916163
"110";0;40;"Southbound Eastlake Dr @ Centaurus Dr";49.256481;-122.910285
"110";0;41;"Eastbound Beaverbrook Dr @ Eastlake Dr";49.255052;-122.909082
